candidate_key,candidate,state,office,status,current_active,proposed_active,reason
Virginia|House VA-01|Tim Cywinski,Tim Cywinski,Virginia,House VA-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Virginia|House VA-01|Jason Knapp,Jason Knapp,Virginia,House VA-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Virginia|House VA-01|Andrew Lucchetti,Andrew Lucchetti,Virginia,House VA-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Virginia|House VA-01|James Shea,James Shea,Virginia,House VA-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Virginia|House VA-01|Sean Sublette,Sean Sublette,Virginia,House VA-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Virginia|House VA-01|Shannon Taylor,Shannon Taylor,Virginia,House VA-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Virginia|House VA-01|Melvin Tull,Melvin Tull,Virginia,House VA-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
California|House CA-21|Jim Costa,Jim Costa,California,House CA-21,Incumbent,,In,status indicates candidate is still active/in the field
California|House CA-21|Kyle Kirkland,Kyle Kirkland,California,House CA-21,Candidate,,In,status indicates candidate is still active/in the field
California|House CA-21|Lorenzo Rios,Lorenzo Rios,California,House CA-21,Candidate,,In,status indicates candidate is still active/in the field
Indiana|House IN-01|Frank Mrvan,Frank Mrvan,Indiana,House IN-01,Incumbent,,In,status indicates candidate is still active/in the field
Indiana|House IN-01|LaVetta Sparks-Wade,LaVetta Sparks-Wade,Indiana,House IN-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Indiana|House IN-01|Barb Regnitz,Barb Regnitz,Indiana,House IN-01,Candidate,,In,status indicates candidate is still active/in the field
Indiana|House IN-01|Jim Schenke,Jim Schenke,Indiana,House IN-01,Candidate,,In,status indicates candidate is still active/in the field
Minnesota|House MN-02|Kaela Berg,Kaela Berg,Minnesota,House MN-02,Candidate,,In,status indicates candidate is still active/in the field
Minnesota|House MN-02|Matt Klein,Matt Klein,Minnesota,House MN-02,Candidate,,In,status indicates candidate is still active/in the field
Minnesota|House MN-02|Matt Little,Matt Little,Minnesota,House MN-02,Candidate,,In,status indicates candidate is still active/in the field
Minnesota|House MN-02|Tyler Kistner,Tyler Kistner,Minnesota,House MN-02,Candidate,,In,status indicates candidate is still active/in the field
Minnesota|House MN-02|Eric Pratt,Eric Pratt,Minnesota,House MN-02,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Carleigh Beriont,Carleigh Beriont,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Sarah Chadzynski,Sarah Chadzynski,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Bill Conlin,Bill Conlin,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Heath Howard,Heath Howard,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Stefany Shaheen,Stefany Shaheen,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Maura Sullivan,Maura Sullivan,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Christian Urrutia,Christian Urrutia,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Melissa Bailey,Melissa Bailey,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Brian Cole,Brian Cole,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Anthony DiLorenzo,Anthony DiLorenzo,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-01|Hollie Noveletsky,Hollie Noveletsky,New Hampshire,House NH-01,Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-02|Maggie Goodlander,Maggie Goodlander,New Hampshire,House NH-02,Incumbent,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-02|Paige Beauchemin,Paige Beauchemin,New Hampshire,House NH-02,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-02|Dean Pennington,Dean Pennington,New Hampshire,House NH-02,Filed Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-02|Chris Tardif,Chris Tardif,New Hampshire,House NH-02,Filed Candidate,,In,status indicates candidate is still active/in the field
New Hampshire|House NH-02|Lily Tang Williams,Lily Tang Williams,New Hampshire,House NH-02,Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-01|Dina Titus,Dina Titus,Nevada,House NV-01,Incumbent,,In,status indicates candidate is still active/in the field
Nevada|House NV-01|Gabriel Cornejo,Gabriel Cornejo,Nevada,House NV-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-01|Joy Hoover,Joy Hoover,Nevada,House NV-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-01|Luis Paniagua,Luis Paniagua,Nevada,House NV-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-01|Marie Arnold,Marie Arnold,Nevada,House NV-01,Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-01|Jim Blockey,Jim Blockey,Nevada,House NV-01,Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-01|Michael Boris,Michael Boris,Nevada,House NV-01,Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-01|Carrie Buck,Carrie Buck,Nevada,House NV-01,Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-01|Rick Saga,Rick Saga,Nevada,House NV-01,Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-04|Steven Horsford,Steven Horsford,Nevada,House NV-04,Incumbent,,In,status indicates candidate is still active/in the field
Nevada|House NV-04|Ronda Kennedy,Ronda Kennedy,Nevada,House NV-04,Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-04|Anthony Snowden,Anthony Snowden,Nevada,House NV-04,Candidate,,In,status indicates candidate is still active/in the field
Nevada|House NV-04|Cody Whipple,Cody Whipple,Nevada,House NV-04,Candidate,,In,status indicates candidate is still active/in the field
Oregon|House OR-05|Janelle Bynum,Janelle Bynum,Oregon,House OR-05,Incumbent,,In,status indicates candidate is still active/in the field
Oregon|House OR-05|Zeva Rosenbaum,Zeva Rosenbaum,Oregon,House OR-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Oregon|House OR-05|Patti Adair,Patti Adair,Oregon,House OR-05,Candidate,,In,status indicates candidate is still active/in the field
Oregon|House OR-05|Jonathan Lockwood,Jonathan Lockwood,Oregon,House OR-05,Candidate,,In,status indicates candidate is still active/in the field
Alaska|House AK-AL|Nick Begich,Nick Begich,Alaska,House AK-AL,Incumbent,,In,status indicates candidate is still active/in the field
Arizona|House AZ-02|Eli Crane,Eli Crane,Arizona,House AZ-02,Incumbent,,In,status indicates candidate is still active/in the field
Arizona|House AZ-02|Eric Descheenie,Eric Descheenie,Arizona,House AZ-02,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-02|Jonathan Nez,Jonathan Nez,Arizona,House AZ-02,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|House CO-03|Jeff Hurd,Jeff Hurd,Colorado,House CO-03,Incumbent,,In,status indicates candidate is still active/in the field
Colorado|House CO-03|Hope Scheppelman,Hope Scheppelman,Colorado,House CO-03,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|House CO-03|Alex Kelloff,Alex Kelloff,Colorado,House CO-03,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|House CO-03|Dwayne Romero,Dwayne Romero,Colorado,House CO-03,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|House CO-03|Heather Barton,Heather Barton,Colorado,House CO-03,Candidate,,In,status indicates candidate is still active/in the field
Colorado|House CO-05|Jeff Crank,Jeff Crank,Colorado,House CO-05,Incumbent,,In,status indicates candidate is still active/in the field
Colorado|House CO-05|Matt Cavanaugh,Matt Cavanaugh,Colorado,House CO-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|House CO-05|Zurit Horowitz,Zurit Horowitz,Colorado,House CO-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|House CO-05|Jessica Killin,Jessica Killin,Colorado,House CO-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Colorado|House CO-05|Joe Reagan,Joe Reagan,Colorado,House CO-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Florida|House FL-07|Cory Mills,Cory Mills,Florida,House FL-07,Incumbent,,In,status indicates candidate is still active/in the field
Florida|House FL-07|Sarah Ulrich,Sarah Ulrich,Florida,House FL-07,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Florida|House FL-07|Mike Johnson,Mike Johnson,Florida,House FL-07,Filed Candidate,,In,status indicates candidate is still active/in the field
Florida|House FL-13|Anna Paulina Luna,Anna Paulina Luna,Florida,House FL-13,Incumbent,,In,status indicates candidate is still active/in the field
Florida|House FL-13|Earle Ford,Earle Ford,Florida,House FL-13,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Florida|House FL-13|Leela Gray,Leela Gray,Florida,House FL-13,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Florida|House FL-13|Jeff Moore,Jeff Moore,Florida,House FL-13,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Florida|House FL-13|Reggie Paros,Reggie Paros,Florida,House FL-13,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Florida|House FL-13|Timothy Brandt Robinson,Timothy Brandt Robinson,Florida,House FL-13,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Iowa|House IA-02|Charlie McClintock,Charlie McClintock,Iowa,House IA-02,Candidate,,In,status indicates candidate is still active/in the field
Iowa|House IA-02|Joe Mitchell,Joe Mitchell,Iowa,House IA-02,Candidate,,In,status indicates candidate is still active/in the field
Iowa|House IA-02|Lindsay James,Lindsay James,Iowa,House IA-02,Candidate,,In,status indicates candidate is still active/in the field
Iowa|House IA-02|Clint Twedt-Ball,Clint Twedt-Ball,Iowa,House IA-02,Candidate,,In,status indicates candidate is still active/in the field
Iowa|House IA-02|Kathy Dolter,Kathy Dolter,Iowa,House IA-02,Candidate,,In,status indicates candidate is still active/in the field
Iowa|House IA-02|Dave Bushaw,Dave Bushaw,Iowa,House IA-02,Candidate,,In,status indicates candidate is still active/in the field
Maine|House ME-02|Paul LePage,Paul LePage,Maine,House ME-02,Nominee,,In,status indicates candidate is still active/in the field
Maine|House ME-02|Joe Baldacci,Joe Baldacci,Maine,House ME-02,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|House ME-02|Matt Dunlap,Matt Dunlap,Maine,House ME-02,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|House ME-02|Jordan Wood,Jordan Wood,Maine,House ME-02,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Maine|House ME-02|Paige Loud,Paige Loud,Maine,House ME-02,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Michigan|House MI-04|Bill Huizenga,Bill Huizenga,Michigan,House MI-04,Incumbent,,In,status indicates candidate is still active/in the field
Michigan|House MI-04|Richard Aaron,Richard Aaron,Michigan,House MI-04,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Michigan|House MI-04|Diop Harris,Diop Harris,Michigan,House MI-04,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Michigan|House MI-04|Sean McCann,Sean McCann,Michigan,House MI-04,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Montana|House MT-01|Aaron Flint,Aaron Flint,Montana,House MT-01,Candidate,,In,status indicates candidate is still active/in the field
Montana|House MT-01|Christi Jacobsen,Christi Jacobsen,Montana,House MT-01,Candidate,,In,status indicates candidate is still active/in the field
Montana|House MT-01|Albert Olszewski,Albert Olszewski,Montana,House MT-01,Candidate,,In,status indicates candidate is still active/in the field
Montana|House MT-01|Ray Curtis,Ray Curtis,Montana,House MT-01,Candidate,,In,status indicates candidate is still active/in the field
Montana|House MT-01|Ryan Busse,Ryan Busse,Montana,House MT-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Montana|House MT-01|Sam Forstag,Sam Forstag,Montana,House MT-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Montana|House MT-01|Matt Rains,Matt Rains,Montana,House MT-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Montana|House MT-01|Russell Cleveland,Russell Cleveland,Montana,House MT-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
North Carolina|House NC-11|Chuck Edwards,Chuck Edwards,North Carolina,House NC-11,Incumbent,,In,status indicates candidate is still active/in the field
North Carolina|House NC-11|Jamie Ager,Jamie Ager,North Carolina,House NC-11,Nominee,,In,status indicates candidate is still active/in the field
North Carolina|House NC-11|Travis Groo,Travis Groo,North Carolina,House NC-11,Nominee,,In,status indicates candidate is still active/in the field
Pennsylvania|House PA-01|Brian Fitzpatrick,Brian Fitzpatrick,Pennsylvania,House PA-01,Incumbent,,In,status indicates candidate is still active/in the field
Pennsylvania|House PA-01|Ashley Ehasz,Ashley Ehasz,Pennsylvania,House PA-01,Candidate,,In,status indicates candidate is still active/in the field
Tennessee|House TN-05|Andy Ogles,Andy Ogles,Tennessee,House TN-05,Incumbent,,In,status indicates candidate is still active/in the field
Tennessee|House TN-05|Charlie Hatcher,Charlie Hatcher,Tennessee,House TN-05,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Tennessee|House TN-05|Mike Cortese,Mike Cortese,Tennessee,House TN-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Tennessee|House TN-05|Chaz Molder,Chaz Molder,Tennessee,House TN-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Tennessee|House TN-05|Joyce Neal,Joyce Neal,Tennessee,House TN-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Tennessee|House TN-05|James Torino,James Torino,Tennessee,House TN-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Texas|House TX-15|Monica De La Cruz,Monica De La Cruz,Texas,House TX-15,Incumbent,,In,status indicates candidate is still active/in the field
Texas|House TX-15|Bobby Pulido,Bobby Pulido,Texas,House TX-15,Nominee,,In,status indicates candidate is still active/in the field
Texas|House TX-35|John Lujan,John Lujan,Texas,House TX-35,Runoff Candidate,,In,status indicates candidate is still active/in the field
Texas|House TX-35|Carlos De La Cruz,Carlos De La Cruz,Texas,House TX-35,Runoff Candidate,,In,status indicates candidate is still active/in the field
Texas|House TX-35|Maureen Galindo,Maureen Galindo,Texas,House TX-35,Runoff Candidate,,In,status indicates candidate is still active/in the field
Texas|House TX-35|Johnny Garcia,Johnny Garcia,Texas,House TX-35,Runoff Candidate,,In,status indicates candidate is still active/in the field
Wisconsin|House WI-01|Bryan Steil,Bryan Steil,Wisconsin,House WI-01,Incumbent,,In,status indicates candidate is still active/in the field
Wisconsin|House WI-01|Connor Walleck,Connor Walleck,Wisconsin,House WI-01,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Wisconsin|House WI-01|Miguel Aranda,Miguel Aranda,Wisconsin,House WI-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Wisconsin|House WI-01|Mitchell Berman,Mitchell Berman,Wisconsin,House WI-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Wisconsin|House WI-01|Randy Bryce,Randy Bryce,Wisconsin,House WI-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Wisconsin|House WI-01|Enrique Casiano,Enrique Casiano,Wisconsin,House WI-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Wisconsin|House WI-01|Gage Stills,Gage Stills,Wisconsin,House WI-01,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Wisconsin|House WI-01|Adam Follmer,Adam Follmer,Wisconsin,House WI-01,Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-01|Jerry Carl,Jerry Carl,Alabama,House AL-01,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-01|Jimmy Dees,Jimmy Dees,Alabama,House AL-01,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-01|Rhett Marques,Rhett Marques,Alabama,House AL-01,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-01|Joshua McKee,Joshua McKee,Alabama,House AL-01,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-01|John Mills,John Mills,Alabama,House AL-01,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-01|James Richardson,James Richardson,Alabama,House AL-01,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-01|Austin Sidwell,Austin Sidwell,Alabama,House AL-01,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-01|Clyde Jones,Clyde Jones,Alabama,House AL-01,Nominee,,In,status indicates candidate is still active/in the field
Alabama|House AL-02|Shomari Figures,Shomari Figures,Alabama,House AL-02,Incumbent,,In,status indicates candidate is still active/in the field
Alabama|House AL-02|Hampton Harris,Hampton Harris,Alabama,House AL-02,Nominee,,In,status indicates candidate is still active/in the field
Alabama|House AL-03|Mike Rogers,Mike Rogers,Alabama,House AL-03,Incumbent,,In,status indicates candidate is still active/in the field
Alabama|House AL-03|Terri LaPoint,Terri LaPoint,Alabama,House AL-03,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-03|Lee McInnis,Lee McInnis,Alabama,House AL-03,Nominee,,In,status indicates candidate is still active/in the field
Alabama|House AL-04|Robert Aderholt,Robert Aderholt,Alabama,House AL-04,Incumbent,,In,status indicates candidate is still active/in the field
Alabama|House AL-04|Tommy Barnes,Tommy Barnes,Alabama,House AL-04,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-04|Amanda Pusczek,Amanda Pusczek,Alabama,House AL-04,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-04|Shane Weaver,Shane Weaver,Alabama,House AL-04,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-05|Dale Strong,Dale Strong,Alabama,House AL-05,Incumbent,,In,status indicates candidate is still active/in the field
Alabama|House AL-05|Jeremy Devito,Jeremy Devito,Alabama,House AL-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-05|Candice Duvieilh,Candice Duvieilh,Alabama,House AL-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-05|Andrew Sneed,Andrew Sneed,Alabama,House AL-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-06|Gary Palmer,Gary Palmer,Alabama,House AL-06,Incumbent,,In,status indicates candidate is still active/in the field
Alabama|House AL-06|Case Dixon,Case Dixon,Alabama,House AL-06,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Alabama|House AL-06|Keith Pilkington,Keith Pilkington,Alabama,House AL-06,Nominee,,In,status indicates candidate is still active/in the field
Alabama|House AL-07|Terri Sewell,Terri Sewell,Alabama,House AL-07,Incumbent,,In,status indicates candidate is still active/in the field
Arizona|House AZ-03|Yassamin Ansari,Yassamin Ansari,Arizona,House AZ-03,Incumbent,,In,status indicates candidate is still active/in the field
Arizona|House AZ-04|Greg Stanton,Greg Stanton,Arizona,House AZ-04,Incumbent,,In,status indicates candidate is still active/in the field
Arizona|House AZ-04|Kai Newkirk,Kai Newkirk,Arizona,House AZ-04,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-04|Zuhdi Jasser,Zuhdi Jasser,Arizona,House AZ-04,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-04|Jerone Davison,Jerone Davison,Arizona,House AZ-04,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-04|John Fillmore,John Fillmore,Arizona,House AZ-04,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-04|Beth Reye,Beth Reye,Arizona,House AZ-04,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-04|Alex Stovall,Alex Stovall,Arizona,House AZ-04,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-04|Andromeda Crum,Andromeda Crum,Arizona,House AZ-04,Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Mark Lamb,Mark Lamb,Arizona,House AZ-05,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Will McDermott,Will McDermott,Arizona,House AZ-05,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Daniel Keenan,Daniel Keenan,Arizona,House AZ-05,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Chris James,Chris James,Arizona,House AZ-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Blake Bracht,Blake Bracht,Arizona,House AZ-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Brian Hualde,Brian Hualde,Arizona,House AZ-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Gary Johnson,Gary Johnson,Arizona,House AZ-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Elizabeth Lee,Elizabeth Lee,Arizona,House AZ-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Evan Olson,Evan Olson,Arizona,House AZ-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-05|Justin Poff,Justin Poff,Arizona,House AZ-05,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-07|Adelita Grijalva,Adelita Grijalva,Arizona,House AZ-07,Incumbent,,In,status indicates candidate is still active/in the field
Arizona|House AZ-07|Daniel Butierez,Daniel Butierez,Arizona,House AZ-07,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-07|Jorge Rivas,Jorge Rivas,Arizona,House AZ-07,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-08|Abraham Hamadeh,Abraham Hamadeh,Arizona,House AZ-08,Incumbent,,In,status indicates candidate is still active/in the field
Arizona|House AZ-08|Amanda Rose,Amanda Rose,Arizona,House AZ-08,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-08|Bernadette Greene-Placentia,Bernadette Greene-Placentia,Arizona,House AZ-08,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-08|Jillian Barfield,Jillian Barfield,Arizona,House AZ-08,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-08|Maria Flores,Maria Flores,Arizona,House AZ-08,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-08|Raymond Keeler,Raymond Keeler,Arizona,House AZ-08,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-08|Jessie Martines,Jessie Martines,Arizona,House AZ-08,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-09|Paul Gosar,Paul Gosar,Arizona,House AZ-09,Incumbent,,In,status indicates candidate is still active/in the field
Arizona|House AZ-09|Teresa Volesky,Teresa Volesky,Arizona,House AZ-09,GOP Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-09|Danielle Sterbinsky,Danielle Sterbinsky,Arizona,House AZ-09,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-09|Keith Lara,Keith Lara,Arizona,House AZ-09,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-09|Gene Paul Scharer,Gene Paul Scharer,Arizona,House AZ-09,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arizona|House AZ-09|Camelia Ward,Camelia Ward,Arizona,House AZ-09,Dem Primary Candidate,,In,status indicates candidate is still active/in the field
Arkansas|House AR-01|Rick Crawford,Rick Crawford,Arkansas,House AR-01,Incumbent,,In,status indicates candidate is still active/in the field
Arkansas|House AR-01|Terri Green,Terri Green,Arkansas,House AR-01,Nominee,,In,status indicates candidate is still active/in the field
Arkansas|House AR-01|Steve Parsons,Steve Parsons,Arkansas,House AR-01,Nominee,,In,status indicates candidate is still active/in the field
Arkansas|House AR-02|French Hill,French Hill,Arkansas,House AR-02,Incumbent,,In,status indicates candidate is still active/in the field
Arkansas|House AR-02|Chris Jones,Chris Jones,Arkansas,House AR-02,Nominee,,In,status indicates candidate is still active/in the field
Arkansas|House AR-03|Steve Womack,Steve Womack,Arkansas,House AR-03,Incumbent,,In,status indicates candidate is still active/in the field
Arkansas|House AR-03|Robb Ryerse,Robb Ryerse,Arkansas,House AR-03,Nominee,,In,status indicates candidate is still active/in the field
Arkansas|House AR-03|Bobby Wilson,Bobby Wilson,Arkansas,House AR-03,Nominee,,In,status indicates candidate is still active/in the field
Arkansas|House AR-04|Bruce Westerman,Bruce Westerman,Arkansas,House AR-04,Incumbent,,In,status indicates candidate is still active/in the field
Arkansas|House AR-04|James Rus Russell III,James Rus Russell III,Arkansas,House AR-04,Nominee,,In,status indicates candidate is still active/in the field
California|House CA-01|Audrey Denney,Audrey Denney,California,House CA-01,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-01|James Gallagher,James Gallagher,California,House CA-01,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-01|Mike McGuire,Mike McGuire,California,House CA-01,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-01|Rose Yee,Rose Yee,California,House CA-01,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-01|James Brock,James Brock,California,House CA-01,Filed Candidate,,In,status indicates candidate is still active/in the field
California|House CA-01|Erica Rhoden,Erica Rhoden,California,House CA-01,Filed Candidate,,In,status indicates candidate is still active/in the field
California|House CA-01|Casey Stewart,Casey Stewart,California,House CA-01,Filed Candidate,,In,status indicates candidate is still active/in the field
California|House CA-02|Gregory Burgess,Gregory Burgess,California,House CA-02,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-02|Jared Huffman,Jared Huffman,California,House CA-02,Incumbent,,In,status indicates candidate is still active/in the field
California|House CA-02|Kevin Eisele,Kevin Eisele,California,House CA-02,Filed Candidate,,In,status indicates candidate is still active/in the field
California|House CA-02|Paul Saulsbury,Paul Saulsbury,California,House CA-02,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-02|Robin Littau,Robin Littau,California,House CA-02,Filed Candidate,,In,status indicates candidate is still active/in the field
California|House CA-02|Cody Poludniak,Cody Poludniak,California,House CA-02,Filed Candidate,,In,status indicates candidate is still active/in the field
California|House CA-03|Christopher Bennett,Christopher Bennett,California,House CA-03,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-03|Ami Bera,Ami Bera,California,House CA-03,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-03|Pacey Cervantes,Pacey Cervantes,California,House CA-03,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-03|Heidi Hall,Heidi Hall,California,House CA-03,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-03|Robb Tucker,Robb Tucker,California,House CA-03,Declared Candidate,,In,status indicates candidate is still active/in the field
California|House CA-03|Doug Huhn,Doug Huhn,California,House CA-03,Filed Candidate,,In,status indicates candidate is still active/in the field
California|House CA-04|Eric Jones,Eric Jones,California,House CA-04,Declared Candidate,,In,status indicates candidate is still active/in the field
