change_id,candidate_key,old_verdict,new_verdict,confidence_codex,reasoning_codex,confidence_claude,reasoning_claude
2191,California|House CA-30|Nick Melvoin,no_record,nuanced,,,65,"The proposed evidence shows Melvoin co-sponsored an AI governance measure and supported an AI education platform rollout at LAUSD — real but limited and education-focused AI activity that justifies upgrading from no_record to nuanced. However, confidence is tempered because the new evidence rows lack visible URLs/descriptions to verify the LAUSD sources, and local school board AI adoption actions are a thin basis for a federal-race AI verdict."
2203,California|House CA-31|Gil Cisneros,no_record,nuanced,,,30,"The proposed evidence additions (change_ids 2201 and 2202) do not show their actual content — only the candidate key field is visible, leaving the specific AI-related claims unverifiable. A single health care action plan press release with AI-adjacent signals on algorithm transparency is a thin basis for upgrading from no_record to nuanced, especially when the existing evidence explicitly concluded no clear AI policy position was found after a broader search."
2219,California|House CA-32|Anna Wilding,no_record,nice,,,42,"The proposed new evidence (changes 2217–2218) describes campaign-page statements supporting AI guardrails and creator protections, which would clearly support 'nice' — but neither change record includes a URL or source description, making the underlying evidence unverifiable. Without confirmed URLs, this rests entirely on Codex's characterization of pages that cannot be checked, leaving meaningful doubt that 'no_record' may still be correct."
2208,California|House CA-32|Jake Levine,no_record,nuanced,,,78,"Two specific AI-related campaign commitments (cracking down on AI-driven insurance denials and protecting creators from AI copyright harm) constitute a meaningful AI record, clearly warranting a move away from no_record. Nuanced rather than nice is appropriate since these are campaign statements rather than a legislative record, and they address narrow consumer/labor concerns rather than broad AI safety governance."
2223,California|House CA-33|Pete Aguilar,no_record,nuanced,,,72,"Aguilar's announced federal funding for AI education, workforce development, and AI-related cybersecurity research constitutes a meaningful AI record that clearly warrants moving off no_record. However, the activities described are promotional/funding-oriented rather than safety or governance-focused, making nuanced appropriate but not certain — the unseen full content of the two new evidence rows could shift this further in either direction."
2230,California|House CA-34|Jimmy Gomez,no_record,nice,,,72,"Gomez has a documented record of introducing legislation and leading letters specifically targeting facial recognition AI in law enforcement, emphasizing civil-rights safeguards and transparency — this constitutes real, substantive AI governance activity that clearly exceeds 'no_record.' The mild discount reflects that the evidence is narrowly focused on one AI application (facial recognition) rather than a broader AI safety/governance portfolio."
2239,California|House CA-36|Houston Brignano,no_record,nuanced,,,52,"The proposed evidence rows (2237, 2238) lack visible URLs or source descriptions, making it impossible to verify the claimed campaign statements exist or say what is described. If the direct campaign statements are real, 'nuanced' would be well-justified over 'no_record', but the change group data as presented does not include enough detail to confirm the evidence quality."
2248,California|House CA-39|Mark Takano,nuanced,nice,,,65,"All existing evidence points consistently in one direction — oversight, transparency, and accountability for AI systems — with no conflicting signals that would justify 'nuanced.' However, the evidence base is thin (two current rows plus one proposed addition), and the proposed change relies partly on an evidence item not yet reviewed, so moderate uncertainty remains about whether this thin record is sufficient to clear the bar for 'nice' over 'nuanced.'"
2410,California|House CA-40|Joe Kerr,no_record,nuanced,,,65,"If the LA Times voter guide genuinely quotes Kerr identifying AI-funded wildfire detection as a legislative priority, that constitutes a meaningful if narrow AI-related record, making 'nuanced' more appropriate than 'no_record.' However, the actual LA Times evidence row content is not visible in the provided context (change 2409 fields are incomplete), so confidence is tempered by reliance on the model's characterization of that source rather than the source itself."
2407,California|House CA-40|Ken Calvert,no_record,nuanced,,,72,"If the cited House press releases are accurate, Calvert has a meaningful AI record centered on defense AI deployment (FY25 NDAA pilot, CDAO repository, SBIR/STTR innovation), which clearly disqualifies no_record. Nuanced is the appropriate landing spot since defense-deployment-focused AI activity without clear safety/governance positioning fits the mixed/unclear definition, though confidence is tempered because the new evidence rows lack full source details for independent verification."
2417,California|House CA-41|Dave Karson,no_record,nuanced,,,72,"If Karson's campaign site genuinely has a dedicated AI policy page covering strategy, compute clusters, and civil-liberties protections, that clearly constitutes a meaningful record that warrants moving off no_record. The nuanced verdict fits well given the positions are centered on competitiveness and investment rather than a strong safety-first agenda, though confidence is tempered because the actual URL content cannot be verified here and the supporting evidence relies entirely on Codex's claims about the site."
2422,California|House CA-41|Linda Sanchez,no_record,nuanced,,,78,"A signed congressional letter specifically raising AI oversight and taxpayer-data protection concerns about IRS use of AI-generated code is direct, voter-verifiable evidence of AI governance engagement, which clearly surpasses no_record. However, this is a single, narrow action rather than a broad or sustained AI policy record, making nuanced the appropriate fit over nice."
415,California|House CA-42|Robert Garcia,nice,nuanced,,,75,"If the two stronger evidence items (NO FAKES Act co-sponsorship and Democratic Commission on AI membership) are correctly removed as unsupported, the remaining record — founding a Popular Arts Caucus with an AI component — is a thin, indirect signal that doesn't clearly establish a pro-AI-safety legislative stance. The downgrade to nuanced is well-reasoned given the evidence base, though confidence is not higher because the validity of the deletions themselves (based on URL resolution failures) cannot be independently confirmed here."
2255,California|House CA-43|Maxine Waters,nuanced,nice,,,62,"Waters' record shows consistent pro-oversight, pro-transparency AI actions within financial services — bipartisan working group, anti-deregulation stance, transparency and anti-discrimination advocacy — which does lean 'nice' rather than merely mixed. However, all evidence is domain-specific (financial services committee work), the total evidence base is thin (2–3 items), and 'nuanced' remains defensible given the narrow scope; the upgrade is plausible but not strongly compelled."
1475,California|House CA-45|Brian Forde,no_record,nuanced,,,72,"Two direct Forde quotes — one on AI affecting parole, credit, and civil rights (LBS) and one calling for smart legislation on AI risks (OC Weekly) — are enough to clear the no_record bar and support nuanced, as they show proactive governance awareness rather than silence. Confidence is not higher because both quotes appear to be campaign-level statements without deep policy specificity, and the OC Weekly evidence is not yet visible in the current evidence rows, so its content cannot be independently verified here."
2456,California|House CA-47|Eric J. Troutman,no_record,nuanced,,,60,"The two proposed evidence additions describe plausible but unverified AI-related positions (industry self-regulation advocacy and a firm policy against generative AI in legal work), which together would constitute a mixed record warranting 'nuanced.' However, the change records for 2454 and 2455 show blank URLs and source descriptions, making it impossible to verify the underlying sources exist or accurately represent Troutman's positions."
2450,California|House CA-47|Ryan Lam,no_record,nuanced,,,60,"If the campaign website evidence (change_id 2449) is accurate — that Lam explicitly supports consumer-protection guardrails for AI deception, facial recognition misuse, and algorithmic discrimination — then nuanced is more appropriate than no_record, as it represents a limited but meaningful AI policy position. However, the AI-related evidence is entirely from a pending, unverified addition; the only confirmed evidence row is a Wikipedia link that the model itself flags as inaccurate for this candidate, leaving the verdict upgrade contingent on unconfirmed sourcing."
1331,California|House CA-48|Corinna Contreras,no_record,nuanced,,,62,"If the platform page genuinely contains explicit AI governance language around worker and environmental protections, a 'nuanced' verdict is appropriate over 'no_record' — even thin but explicit policy positions warrant nuanced. However, confidence is limited because the only direct evidence is an unverified URL update; 'AI protections for workers and environment' could reflect substantive AI policy or merely passing mentions in broader labor/climate planks."
2263,California|House CA-49|Mike Levin,nuanced,nice,,,58,"The existing evidence (campaign guardrails language + caucus membership) supports at most a nuanced rating; the proposed upgrade hinges on two new evidence items (2261, 2262) whose actual Source_Description and URL fields are blank in the context provided, making them unverifiable here. The described content — an AI data center bill focused on costs/emissions and a co-led oversight letter — are positive signals for responsible governance, but neither is a strong AI safety stance on its own, and the data center bill in particular addresses environmental concerns more than AI safety directly."
2471,California|House CA-50|Aishwarya Mitra,no_record,nuanced,,,25,"The verdict change hinges entirely on a proposed new evidence row (change 2470) whose URL and source description are absent from the context, making the claimed AI campaign statement unverifiable. Without a visible, checkable source, the Codex model's assertion about a pro-AI-funding platform statement may be a hallucination, and the Gemini score of 0 further suggests no AI record was independently found."
2463,California|House CA-50|Hatim Arnous,no_record,nice,,,10,"The proposed source URL (timforsandiego.com) appears to belong to a candidate named 'Tim,' not Hatim Arnous, suggesting the model may have cited the wrong campaign website entirely. Without verified evidence that Arnous himself has stated AI policy positions, the no_record verdict should stand."
2477,California|House CA-50|Scott Peters,no_record,nuanced,,,78,"The proposed evidence — co-leading AI-focused patent legislation, a permitting bill tied to AI data center energy needs, and cosponsoring AI health technology legislation — constitutes a meaningful AI-related record absent from the current evidence row, which itself points to an irrelevant App Challenge page. Peters' record appears oriented toward AI innovation and competitiveness rather than safety or guardrails, making 'nuanced' a reasonable fit, though confidence is tempered by inability to verify the source URLs directly."
2487,California|House CA-52|Juan Vargas,no_record,nuanced,,,78,"Two direct sources show Vargas expressing concern about AI risks to the financial system and co-signing a letter urging AI oversight — sufficient to move off no_record. The nuanced verdict is appropriate rather than nice, since his engagement appears narrow and sector-specific, but the evidence quality depends on the actual content of the cited Congress.gov transcript and press release not fully reproduced here."
936,Colorado|Governor|Barbara Kirkmeyer,no_record,nuanced,,,82,"Two existing evidence rows already document real legislative votes with opposite AI-governance signals — Kirkmeyer voted yes on consumer protections (SB24-205) and no on deepfake disclosure — which is a textbook mixed record warranting 'nuanced' rather than 'no_record.' The pending URL correction and additional facial-recognition vote (change 935) would only reinforce that conclusion, but the verdict upgrade is already well-supported by the current evidence."
944,Colorado|Governor|Scott Bottoms,no_record,nuanced,,,75,"The existing evidence already shows Bottoms casting votes on AI legislation in opposing directions — no on one consumer protections measure, yes on another — which is a textbook mixed record warranting 'nuanced' over 'no_record'. The proposed addition of a deepfake sponsorship further solidifies this, though the URLs cannot be independently verified here, and the distinction between the 2024 vs. 2025 bills needs to be accurate for the narrative of evolution to hold."
946,Colorado|Governor|Victor Marx,nuanced,no_record,,,65,"A single generic campaign newsletter statement calling for 'responsible oversight and security measures' for AI is very thin evidence — it's the kind of boilerplate language that barely distinguishes a candidate's actual position. However, the statement does exist and explicitly addresses AI governance, which arguably clears the minimal bar for a 'nuanced' (unclear/partial) record rather than 'no_record.' The case for downgrading is reasonable but not decisive."
2492,Colorado|House CO-01|Melat Kiros,no_record,nice,,,32,"The only actual evidence on file is a generic Wikipedia election overview with no AI-specific content about Kiros, supporting the current no_record verdict. The proposed new evidence (change 2491) cites a campaign issues page with an AI platform plank, but no URL or content is shown in the audit record, making it impossible to verify the claimed positions on oversight, automation, discrimination, and surveillance — so the nice verdict rests entirely on an unverified model assertion."
670,Colorado|House CO-03|Jeff Hurd,naughty,nuanced,,,72,"Hurd's record shows a mix of signals: cosponsoring a deregulatory bill (using AI to cut federal regulations) leans naughty, while backing federal-level AI regulation over a state patchwork is a pro-governance stance, though 'light-touch' framing suggests limited regulatory appetite. Two thin evidence points make a clear naughty verdict harder to justify, and nuanced fits the ambiguity better."
2496,Colorado|House CO-04|Trisha Calvarese,no_record,nice,,,35,"The only visible evidence row is a generic Wikipedia elections page with no AI content; the actual AI platform evidence (change_id 2495) has no fields shown, so the specific claim of a 'clear pro-safety AI platform' cannot be verified from what is presented. Additionally, she has suspended her campaign, making the verdict less consequential, but the 'nice' rating still requires substantiated evidence that is not visible here."
1751,Colorado|House CO-05|Joe Reagan,no_record,nuanced,,,72,"The campaign issues page at reaganforcolorado.com/issues appears to contain at least two distinct AI-related policy positions (workplace oversight/worker transitions and water use regulation), which is meaningfully more than no_record. However, confidence is limited because these positions are narrow and context-specific rather than reflecting a broad AI governance stance, and the underlying URL has not been independently verified here — the verdict rests on the model's reading of the page."
1742,Colorado|House CO-05|Matt Cavanaugh,no_record,nuanced,,,28,"The only support for 'nuanced' comes from Codex's unverified assertion (change 1741) that a different URL on the campaign site now contains AI safety language — but the original evidence search found no AI policy, the candidate has since dropped out of the race (Evidence 2736), and there is no independent corroboration of the claimed AI-specific content. With no verified AI record in the existing evidence rows, 'no_record' remains the better-supported verdict."
2509,Colorado|House CO-07|Brittany Pettersen,no_record,nice,,,65,"The proposed new evidence describes specific, plausible actions — participation in a bipartisan House AI task force and introducing anti-deepfake legislation for consumer protection — that would clearly support a 'nice' verdict over 'no_record'. However, the actual evidence sources and URLs are not shown (only reasoning descriptions), and both evidence rows are still pending review, so the underlying claims cannot be independently verified from what is presented here."
1340,Colorado|House CO-08|Evan Munsing,no_record,nuanced,,,82,"Two direct interview sources from February 2026 provide clear AI-related statements from Munsing, definitively removing him from no_record. His positions are genuinely mixed—combining safety-oriented concerns (rejecting self-regulation, harms to children/workers, infrastructure risks) with a competition/national-security framing that doesn't map cleanly to pro-safety governance—which fits nuanced well."
676,Arizona|House AZ-04|Greg Stanton,naughty,nuanced,78,"The direct evidence described here supports a mixed record: Stanton has official AI-related activity on semiconductor/AI competitiveness and on autonomous-vehicle protections, which is more than a generally opposed posture. That makes ""nuanced"" more plausible than ""naughty,"" though the record still looks limited and not strongly AI-safety-forward.",,
290,Colorado|House CO-08|Shannon Bird,nice,nuanced,,,,
768,Colorado|Senate|Julie Gonzales,no_record,nice,,,,
2513,Connecticut|House CT-01|Luke Bronin,no_record,nuanced,,,,
2519,Connecticut|House CT-03|Andrew Rice,no_record,nuanced,,,,
2527,Connecticut|House CT-04|Joseph Perez-Caputo,no_record,nice,,,,
2531,Connecticut|House CT-05|Jahana Hayes,no_record,nice,,,,
2542,Delaware|House DE-AL|Earl Cooper,no_record,nuanced,,,,
2538,Delaware|House DE-AL|Sarah McBride,no_record,nice,,,,
1147,Delaware|Senate|Christopher Beardsley,no_record,nuanced,,,,
2553,Florida|House FL-02|Austin Rogers,no_record,nuanced,,,,
2564,Florida|House FL-03|George Hubac,no_record,nuanced,,,,
2559,Florida|House FL-03|Rock Aboujaoude Jr.,no_record,nice,,,,
2568,Florida|House FL-04|Aaron Bean,no_record,nuanced,,,,
2578,Florida|House FL-05|John Rutherford,no_record,nuanced,,,,
2581,Florida|House FL-05|Mark Kaye,no_record,nuanced,,,,
691,Florida|House FL-06|Randy Fine,naughty,nuanced,,,,
2596,Florida|House FL-09|Darren Soto,no_record,nice,,,,
2600,Florida|House FL-10|Maxwell Frost,no_record,nuanced,,,,
1760,Florida|House FL-13|Anna Paulina Luna,no_record,nuanced,,,,
2621,Florida|House FL-14|Amaro Lionheart,no_record,nuanced,,,,
2282,Florida|House FL-14|Kathy Castor,nuanced,nice,,,,
2635,Florida|House FL-15|Laurel Lee,no_record,nice,,,,
2648,Florida|House FL-18|Scott Franklin,no_record,nice,,,,
2673,Florida|House FL-20|Rudy Moise,no_record,nuanced,,,,
2666,Florida|House FL-20|Sheila Cherfilus-McCormick,no_record,nuanced,,,,
2683,Florida|House FL-21|Brian Mast,no_record,nuanced,,,,
2690,Florida|House FL-22|Lois Frankel,no_record,nuanced,,,,
1486,Florida|House FL-23|Raven Harrison,no_record,nuanced,,,,
2696,Florida|House FL-24|Frederica Wilson,no_record,nuanced,,,,
2701,Florida|House FL-25|Debbie Wasserman Schultz,no_record,nuanced,,,,
2705,Florida|House FL-25|Michael Carbonara,no_record,nuanced,,,,
2716,Florida|House FL-27|Maria Elvira Salazar,no_record,nice,,,,
2726,Florida|House FL-28|Carlos Gimenez,no_record,nuanced,,,,
2730,Florida|House FL-28|Phil Ehr,no_record,nuanced,,,,
1123,Florida|Senate|Alan Grayson,no_record,nuanced,,,,
1115,Florida|Senate|Alex Vindman,no_record,nuanced,,,,
1119,Florida|Senate|Angie Nixon,no_record,nuanced,,,,
840,Georgia|Governor|Chris Carr,no_record,nuanced,,,,
787,Georgia|Governor|Gregg Kirkpatrick,nuanced,no_record,,,,
2757,Georgia|House GA-02|Sanford Bishop,no_record,nuanced,,,,
2762,Georgia|House GA-03|Brian Jack,no_record,nuanced,,,,
2764,Georgia|House GA-03|George Johnson,no_record,nuanced,,,,
2768,Georgia|House GA-03|Maura Keller,no_record,nuanced,,,,
2776,Georgia|House GA-04|Ben Truman II,no_record,nuanced,,,,
2772,Georgia|House GA-04|Hank Johnson,no_record,nuanced,,,,
2781,Georgia|House GA-05|Nikema Williams,no_record,nuanced,,,,
2788,Georgia|House GA-06|Lucy McBath,no_record,nice,,,,
2794,Georgia|House GA-06|Sonya Halpern,no_record,nuanced,,,,
2800,Georgia|House GA-07|Casey Norton,no_record,nice,,,,
2805,Georgia|House GA-08|Austin Scott,no_record,nuanced,,,,
2811,Georgia|House GA-09|Andrew Clyde,no_record,nuanced,,,,
2831,Georgia|House GA-11|Tricia Pridemore,no_record,nuanced,,,,
2839,Georgia|House GA-12|Rick Allen,no_record,nice,,,,
2845,Georgia|House GA-13|David Scott,no_record,nuanced,,,,
796,Georgia|Senate|Buddy Carter,no_record,nuanced,,,,
2853,Hawaii|House HI-01|Della Au Belatti,no_record,nuanced,,,,
2857,Hawaii|House HI-01|Jarrett Keohokalole,no_record,nice,,,,
699,Hawaii|House HI-02|Jill Tokuda,naughty,nuanced,,,,
2865,Idaho|House ID-01|Kaylee Peterson,no_record,nice,,,,
2861,Idaho|House ID-01|Ken Brungardt,no_record,nuanced,,,,
2868,Idaho|House ID-01|Sarah Zabel,no_record,nice,,,,
2875,Idaho|House ID-02|Mike Simpson,no_record,nuanced,,,,
2880,Idaho|House ID-02|Perry Shumway,no_record,nuanced,,,,
1205,Idaho|Senate|Jim Risch,nuanced,nice,,,,
962,Illinois|Governor|Darren Bailey,nuanced,no_record,,,,
2893,Illinois|House IL-01|Christian Maxwell,no_record,nuanced,,,,
2895,Illinois|House IL-02|Donna Miller,no_record,nuanced,,,,
2901,Illinois|House IL-03|Delia Ramirez,no_record,nice,,,,
2911,Illinois|House IL-04|Byron Sigcho-Lopez,no_record,nuanced,,,,
2916,Illinois|House IL-05|Mike Quigley,no_record,nuanced,,,,
2922,Illinois|House IL-06|Sean Casten,no_record,nuanced,,,,
2927,Illinois|House IL-07|La Shawn Ford,no_record,nuanced,,,,
2931,Illinois|House IL-08|Melissa Bean,no_record,nuanced,,,,
2937,Illinois|House IL-09|Daniel Biss,no_record,nice,,,,
2944,Illinois|House IL-10|Brad Schneider,no_record,nuanced,,,,
2947,Illinois|House IL-11|Jeff Walter,no_record,nuanced,,,,
2954,Illinois|House IL-12|Julie Fortier,no_record,nuanced,,,,
2959,Illinois|House IL-13|Nikki Budzinski,no_record,nice,,,,
2967,Illinois|House IL-15|Mary Miller,no_record,nuanced,,,,
2973,Illinois|House IL-17|Dillan Vancil,no_record,nuanced,,,,
811,Illinois|Senate|Don Tracy,no_record,nuanced,,,,
2977,Indiana|House IN-02|Rudy Yakym,no_record,nuanced,,,,
2993,Indiana|House IN-04|Craig Haggard,no_record,nuanced,,,,
2989,Indiana|House IN-04|Jim Baird,no_record,nuanced,,,,
2998,Indiana|House IN-05|Victoria Spartz,no_record,nuanced,,,,
3014,Indiana|House IN-06|David Boyd,no_record,nuanced,,,,
3019,Indiana|House IN-07|Andre Carson,no_record,nice,,,,
3022,Indiana|House IN-07|George Hornedo,no_record,nuanced,,,,
3030,Indiana|House IN-08|Mark Messmer,no_record,nuanced,,,,
3035,Indiana|House IN-09|Erin Houchin,no_record,nice,,,,
221,Iowa|Governor|Zach Lahn,nice,no_record,,,,
824,Iowa|Senate|Nathan Sage,no_record,nuanced,,,,
837,Iowa|Senate|Zach Wahls,nuanced,no_record,,,,
1021,Kansas|Governor|Charlotte O'Hara,no_record,nuanced,,,,
1026,Kansas|Governor|Cindy Holscher,no_record,nuanced,,,,
1014,Kansas|Governor|Ty Masterson,no_record,nuanced,,,,
702,Kansas|House KS-01|Tracey Mann,naughty,nuanced,,,,
3055,Kansas|House KS-03|Sarah Preu,no_record,nice,,,,
705,Kansas|House KS-03|Sharice Davids,naughty,nice,,,,
1168,Kansas|Senate|Roger Marshall,nuanced,nice,,,,
3075,Kentucky|House KY-01|James Comer,no_record,nice,,,,
3084,Kentucky|House KY-02|Brett Guthrie,no_record,nuanced,,,,
2297,Kentucky|House KY-03|Morgan McGarvey,nuanced,nice,,,,
3101,Kentucky|House KY-04|Ed Gallrein,no_record,nuanced,,,,
3105,Kentucky|House KY-05|Hal Rogers,no_record,nuanced,,,,
3132,Kentucky|House KY-06|David Kloiber,no_record,nuanced,,,,
3125,Kentucky|House KY-06|Deanna Gordon,no_record,nuanced,,,,
3117,Kentucky|House KY-06|Ryan Dotson,no_record,nuanced,,,,
1097,Kentucky|Senate|Charles Booker,nuanced,nice,,,,
3138,Louisiana|House LA-01|Steve Scalise,no_record,nuanced,,,,
3143,Louisiana|House LA-02|Troy Carter,no_record,nice,,,,
3153,Louisiana|House LA-03|Clay Higgins,no_record,nuanced,,,,
3162,Louisiana|House LA-04|Mike Johnson,no_record,nuanced,,,,
3169,Louisiana|House LA-05|Blake Miguez,no_record,nuanced,,,,
3184,Louisiana|House LA-05|Kyle Green Jr.,no_record,nuanced,,,,
3173,Louisiana|House LA-05|Misti Cordell,no_record,nuanced,,,,
3178,Louisiana|House LA-05|Rick Edmonds,no_record,nuanced,,,,
3189,Louisiana|House LA-06|Cleo Fields,no_record,nuanced,,,,
3192,Louisiana|House LA-06|Larry Davis,no_record,nuanced,,,,
1059,Maine|Governor|Angus King III,no_record,nuanced,,,,
1065,Maine|Governor|Eloise Vitelli,nuanced,no_record,,,,
1072,Maine|Governor|James Libby,no_record,nuanced,,,,
1077,Maine|Governor|Jonathan Bush,no_record,nuanced,,,,
604,Maine|Governor|Owen McCarthy,naughty,nuanced,,,,
224,Maine|Governor|Shenna Bellows,nice,nuanced,,,,
3196,Maine|House ME-01|Chellie Pingree,no_record,nuanced,,,,
1777,Maine|House ME-02|Joe Baldacci,no_record,nuanced,,,,
1781,Maine|House ME-02|Paige Loud,no_record,nice,,,,
848,Maine|Senate|Graham Platner,no_record,nuanced,,,,
3202,Maryland|House MD-01|Andy Harris,no_record,nuanced,,,,
3208,Maryland|House MD-01|Dan Schwartz,no_record,nuanced,,,,
3215,Maryland|House MD-02|Johnny Olszewski,no_record,nuanced,,,,
3224,Maryland|House MD-03|Austin Dyches,no_record,nuanced,,,,
3220,Maryland|House MD-03|Sarah Elfreth,no_record,nuanced,,,,
3234,Maryland|House MD-04|Glenn Ivey,no_record,nuanced,,,,
3250,Maryland|House MD-05|Adrian Boafo,no_record,nuanced,,,,
3256,Maryland|House MD-06|April McClain Delaney,no_record,nice,,,,
3263,Maryland|House MD-06|David Trone,no_record,nice,,,,
3269,Maryland|House MD-07|Kweisi Mfume,no_record,nuanced,,,,
3273,Maryland|House MD-07|Mark Conway,no_record,nuanced,,,,
1145,Massachusetts|Governor|Michael Minogue,no_record,nuanced,,,,
3288,Massachusetts|House MA-01|Jeromie Whalen,no_record,nuanced,,,,
3296,Massachusetts|House MA-02|Jim McGovern,no_record,nice,,,,
2303,Massachusetts|House MA-03|Lori Trahan,nuanced,nice,,,,
3301,Massachusetts|House MA-04|Chris Boyd,no_record,nice,,,,
